total_bill,tip,gender_waiter,gender_customer,smoker,time
10.38,0.73,female,male,yes,day
38.31,6.21,male,female,yes,evening
24.56,2.76,male,female,no,evening
44.07,9.33,male,female,no,day
38.01,1.83,female,female,yes,day
47.71,3.19,male,male,no,day
39.1,6.85,female,male,yes,day
23.06,1.42,male,female,yes,day
38.88,3.8,male,female,yes,evening
29.49,6.86,male,male,no,day
17.95,5.43,female,male,no,evening
40.17,2.39,male,female,no,day
43.29,7.02,female,male,no,evening
40.68,3.0,female,male,no,evening
23.95,1.29,male,male,yes,day
25.25,2.96,male,female,yes,day
19.83,2.09,male,female,no,day
33.38,3.37,male,female,yes,evening
14.42,1.42,female,male,no,evening
35.09,4.28,female,female,yes,day
27.44,4.96,female,female,yes,day
19.69,8.82,male,male,yes,day
45.8,8.13,female,female,yes,evening
16.65,0.19,male,female,no,day
29.15,8.28,male,male,yes,day
17.15,5.42,female,male,no,day
47.62,0.97,female,male,yes,evening
23.72,2.25,female,male,yes,day
37.81,7.04,male,male,yes,day
27.92,8.42,male,male,yes,day
23.77,9.99,male,male,no,evening
12.61,6.91,female,female,yes,evening
49.16,1.73,female,male,no,evening
30.29,6.53,female,male,no,day
36.21,0.6,male,male,yes,day
23.73,8.9,male,male,yes,day
43.99,3.23,female,male,no,day
29.66,4.82,male,female,yes,day
17.36,3.29,female,male,yes,evening
27.86,6.37,female,male,no,evening
44.44,5.67,female,male,yes,day
28.45,7.05,female,female,yes,day
12.8,3.83,female,female,no,day
47.01,8.63,male,female,no,day
42.04,1.56,male,female,no,evening
33.76,4.02,male,female,yes,day
34.7,2.13,female,female,no,day
43.31,5.27,female,female,yes,day
10.89,3.1,male,female,yes,day
40.44,7.73,female,female,no,evening
47.6,2.05,female,male,no,evening
47.47,4.76,male,female,yes,evening
17.52,7.44,male,female,no,day
39.54,1.34,male,female,yes,day
10.7,1.77,male,female,no,evening
17.2,2.25,female,female,yes,evening
48.95,4.83,male,female,yes,evening
27.84,9.92,male,male,yes,day
27.64,0.37,male,male,yes,day
24.96,1.49,male,female,yes,evening
27.18,3.59,male,male,no,day
20.07,6.34,female,female,yes,evening
22.04,0.41,female,female,yes,evening
46.54,7.74,male,male,no,evening
27.95,2.62,male,female,no,evening
31.84,0.98,male,female,no,evening
15.35,1.22,female,male,yes,evening
45.6,6.95,male,male,no,evening
41.72,9.69,male,male,no,evening
44.73,0.53,male,female,yes,day
21.57,8.68,male,male,no,evening
14.03,3.24,female,female,no,day
36.87,3.9,female,male,no,evening
43.78,0.61,male,female,yes,day
34.51,9.41,male,male,no,day
29.75,4.78,female,female,no,day
44.01,8.18,male,female,no,evening
33.97,3.73,female,female,yes,evening
43.78,3.01,male,male,yes,evening
21.9,5.59,male,male,yes,evening
36.34,1.66,female,female,no,day
35.73,5.79,male,male,yes,day
36.4,9.71,female,female,yes,day
42.01,7.85,male,female,no,day
14.81,9.05,female,female,no,evening
27.06,9.97,female,female,yes,evening
14.93,9.05,female,female,no,day
36.92,1.2,female,female,no,evening
32.98,1.63,male,female,no,day
14.13,5.07,female,female,yes,day
36.99,7.23,female,female,no,day
17.92,7.2,female,male,no,day
25.49,0.04,male,male,no,day
35.66,3.24,male,male,no,evening
23.14,7.66,female,male,no,day
45.17,3.35,female,male,yes,day
30.22,3.35,female,male,no,evening
30.34,4.7,male,female,no,day
23.8,4.55,male,male,yes,day
13.11,8.99,male,female,no,evening
13.0,2.29,male,female,yes,evening
30.11,5.04,female,male,no,evening
24.0,8.47,female,female,yes,evening
26.11,7.6,female,female,no,evening
29.08,1.83,female,female,yes,evening
44.9,7.31,male,female,no,day
46.24,8.21,female,male,no,day
19.48,4.19,male,male,yes,day
34.43,0.97,female,female,yes,evening
42.06,2.26,female,female,yes,day
27.26,4.6,female,male,yes,day
44.52,6.11,male,male,no,day
22.77,0.8,male,female,yes,day
35.82,1.74,male,male,no,day
33.79,1.61,male,male,yes,day
31.84,9.62,male,male,no,evening
14.67,6.71,male,male,no,day
41.19,0.7,male,female,yes,evening
20.48,4.76,female,female,yes,evening
38.99,9.64,female,male,no,day
19.55,9.67,female,female,no,evening
47.29,8.06,female,male,no,day
39.81,1.38,female,female,no,evening
49.24,7.72,female,female,no,evening
48.24,1.64,male,female,no,day
39.45,9.67,female,female,no,day
22.07,3.37,female,female,yes,evening
15.87,4.89,male,female,yes,day
38.66,1.14,male,male,yes,evening
23.56,2.15,male,female,no,evening
28.09,2.39,male,female,no,day
36.68,6.77,female,female,no,day
22.26,5.91,male,female,no,day
23.05,6.52,male,female,no,evening
47.03,3.68,male,female,no,day
24.33,7.43,male,female,no,evening
41.8,0.93,male,male,yes,day
35.2,4.53,female,female,yes,evening
33.69,9.1,male,female,no,day
30.4,4.74,female,male,yes,evening
27.33,8.91,female,female,no,day
38.93,8.98,male,female,no,evening
33.56,9.6,male,male,yes,evening
23.58,9.05,female,male,yes,day
14.94,6.29,male,female,no,day
11.13,5.89,female,female,no,day
20.67,8.86,female,female,yes,day
17.68,4.36,female,male,no,evening
13.5,0.6,female,female,yes,day
33.57,1.09,female,male,no,evening
42.93,2.14,male,male,no,day
20.86,6.07,female,female,no,day
40.12,4.57,male,female,no,evening
33.42,9.11,male,male,no,evening
23.64,0.92,female,female,yes,evening
32.44,9.52,male,female,no,day
44.46,7.71,male,male,yes,day
43.35,7.67,female,female,no,evening
17.31,1.0,female,female,yes,day
44.32,6.96,female,male,yes,evening
14.43,9.59,male,male,no,evening
42.43,5.56,female,female,yes,evening
43.31,7.33,female,male,no,evening
41.67,3.09,female,female,yes,day
12.33,6.05,female,female,no,evening
25.65,4.19,female,male,yes,evening
43.88,3.33,male,male,no,day
45.63,7.62,male,male,yes,evening
48.94,9.99,male,female,no,day
34.89,2.9,female,male,yes,evening
10.58,0.6,female,male,no,evening
24.2,3.4,male,female,yes,day
45.6,5.6,female,male,no,day
12.38,0.74,male,female,no,evening
33.69,0.69,male,female,no,day
49.99,5.36,male,male,no,evening
35.96,7.35,male,male,yes,evening
41.51,0.37,female,female,no,evening
24.81,9.31,female,female,yes,evening
31.74,4.37,female,male,no,day
17.75,1.84,male,female,no,evening
10.57,9.58,male,female,no,day
13.07,8.97,female,female,yes,day
39.65,9.1,male,female,no,evening
47.74,2.6,male,female,yes,day
25.36,1.63,female,male,yes,evening
47.2,6.59,male,male,yes,evening
35.42,9.13,female,female,no,evening
23.66,8.47,female,male,yes,day
45.64,8.43,male,male,no,day
47.52,6.46,female,male,no,evening
22.18,6.13,female,male,yes,evening
31.81,7.77,female,female,yes,day
17.7,4.53,male,female,no,evening
39.36,1.29,female,female,yes,evening
18.8,2.7,male,female,no,day
17.06,9.18,female,male,no,evening
31.47,1.75,male,male,no,day
45.84,4.05,male,female,no,evening
35.58,5.24,female,female,yes,day
40.2,7.58,male,male,no,day
45.57,5.02,male,female,no,evening
38.03,0.78,female,female,yes,day
35.23,0.59,male,female,no,day
19.99,1.93,male,female,no,day
47.12,0.29,female,male,no,evening
27.24,3.48,female,female,yes,evening
25.8,3.53,male,female,no,evening
44.1,9.6,female,female,no,evening
22.42,0.57,male,male,yes,evening
35.59,1.2,male,female,no,evening
49.4,5.01,male,male,no,evening
22.37,6.45,female,male,no,day
47.9,7.92,male,female,no,evening
30.55,8.27,male,male,yes,evening
27.76,4.97,male,female,yes,day
21.75,3.76,male,male,no,evening
22.59,1.64,female,female,no,day
19.94,9.5,male,male,no,evening
44.14,0.58,male,male,yes,evening
12.99,8.88,female,male,yes,day
20.02,7.92,male,female,yes,day
16.77,1.98,male,male,no,evening
22.36,0.24,female,female,no,day
22.13,1.07,female,male,yes,day
40.82,3.83,male,male,yes,day
45.55,6.72,female,female,no,day
18.25,5.97,female,male,no,day
29.28,2.96,male,male,yes,day
25.87,0.93,female,female,yes,evening
39.93,2.29,female,male,yes,evening
23.36,8.7,female,female,yes,evening
33.27,6.8,male,female,no,day
17.67,7.17,female,female,no,evening
35.9,4.58,male,male,no,day
49.0,4.97,female,female,yes,day
45.62,7.05,female,female,no,evening
16.76,9.67,male,male,no,day
44.69,4.46,male,male,no,day
41.5,1.58,male,male,no,day
32.72,0.66,female,male,yes,evening
20.51,7.88,female,female,no,day
43.65,2.49,female,male,yes,day
22.38,3.96,male,female,no,day
42.54,8.49,female,male,no,day
15.7,7.52,female,female,yes,day
36.26,2.55,female,female,no,evening
27.02,5.38,female,male,no,day
38.89,3.7,male,female,no,day
26.58,5.39,male,male,yes,day
23.0,1.56,male,female,no,day
38.5,2.15,male,male,yes,day
35.3,4.96,male,male,no,evening
23.35,4.47,female,female,no,evening
48.6,8.08,male,male,no,evening
36.03,6.5,male,male,yes,evening
10.93,7.11,male,male,yes,day
44.39,5.05,male,male,no,day
16.06,1.16,female,male,yes,day
31.69,0.39,female,female,no,day
25.36,0.59,female,male,no,evening
42.61,0.14,male,female,no,evening
10.61,1.46,female,male,yes,day
21.0,7.69,female,female,yes,day
15.4,4.46,female,female,yes,day
31.8,0.42,female,female,yes,evening
39.78,3.16,male,male,yes,evening
40.7,2.13,male,female,yes,evening
16.43,3.17,female,female,yes,evening
44.88,3.61,female,male,yes,evening
49.84,8.27,male,female,yes,evening
42.09,7.12,male,female,no,day
27.71,1.01,female,female,yes,evening
26.54,0.93,female,male,yes,evening
11.81,4.67,female,female,yes,evening
20.31,4.72,male,female,no,evening
46.15,1.16,male,male,no,evening
13.11,9.69,male,male,no,evening
11.85,8.37,male,male,yes,day
45.22,1.24,female,female,yes,day
21.24,3.02,male,female,yes,evening
32.83,5.3,male,male,yes,evening
35.85,7.2,female,male,yes,evening
37.93,8.56,female,female,no,day
12.01,9.53,female,female,no,day
33.52,3.74,female,female,yes,evening
39.96,2.49,female,male,yes,evening
47.56,9.05,male,male,yes,evening
11.88,0.04,male,male,yes,evening
20.17,3.09,female,female,yes,day
24.21,0.62,male,male,no,evening
16.7,5.89,male,male,yes,day
19.11,6.36,male,female,no,day
12.4,3.15,female,female,yes,day
38.74,6.25,female,female,no,day
27.58,7.62,male,male,no,day
40.56,4.98,male,male,no,evening
23.34,4.11,female,male,yes,day
23.65,6.6,female,female,yes,day
20.02,5.57,female,male,yes,day
27.18,5.85,male,female,no,day
13.91,3.17,female,female,yes,evening
39.84,4.93,female,female,yes,day
11.42,2.71,male,male,no,day
13.24,3.51,female,male,yes,evening
35.44,2.68,male,male,no,day
40.16,9.94,female,female,yes,evening
36.1,6.79,female,female,yes,evening
19.07,7.93,male,male,no,evening
28.76,4.02,male,male,yes,evening
27.87,4.38,male,female,no,day
18.26,2.52,male,female,no,day
20.41,0.04,female,male,no,evening
48.65,3.94,male,male,no,evening
48.22,5.95,male,male,no,evening
42.11,8.81,male,female,yes,day
21.99,6.45,male,male,yes,evening
15.37,5.2,male,female,no,evening
35.49,1.16,female,male,no,day
49.37,9.17,male,male,no,evening
28.01,4.81,female,male,no,day
22.5,7.0,female,female,no,day
14.7,0.43,male,male,yes,day
46.74,7.94,male,male,no,day
11.92,9.69,female,male,no,evening
15.81,9.13,male,male,no,evening
30.29,4.03,female,male,no,day
18.27,8.62,female,female,no,evening
40.18,0.52,female,female,no,evening
20.15,2.15,male,female,yes,day
19.59,7.37,male,male,yes,evening
34.34,5.92,female,female,no,evening
34.29,3.83,female,male,no,day
23.28,3.44,male,male,no,evening
10.02,4.54,female,male,no,day
19.98,2.75,male,male,yes,evening
13.94,5.96,male,male,yes,evening
11.36,6.67,female,female,yes,evening
47.65,3.32,male,female,no,day
12.27,0.91,male,male,no,day
42.29,1.16,female,female,no,day
41.54,5.25,female,female,yes,day
40.73,8.45,male,male,yes,day
30.6,0.04,male,female,yes,evening
16.86,5.2,male,male,yes,day
32.63,1.74,female,male,no,evening
37.72,3.69,female,female,yes,day
43.33,9.16,female,female,no,day
32.69,2.01,female,male,yes,evening
16.37,4.75,female,female,yes,day
14.67,3.72,male,female,yes,day
11.16,0.53,male,male,no,day
39.19,2.56,male,female,yes,day
14.97,9.05,female,female,yes,evening
23.73,0.73,female,male,no,evening
26.65,2.79,female,male,yes,evening
19.78,2.58,female,female,yes,evening
43.29,1.82,female,male,yes,day
49.79,4.83,male,male,yes,evening
47.74,3.78,female,female,no,day
35.46,0.23,male,male,yes,evening
11.1,3.92,male,female,no,evening
13.98,8.17,female,female,yes,day
38.53,7.41,female,male,yes,day
29.63,1.41,female,male,yes,evening
14.26,1.63,female,female,yes,day
30.61,2.18,male,female,no,evening
35.13,8.02,male,male,yes,day
43.37,9.37,male,male,no,evening
48.65,1.41,male,male,no,evening
29.89,6.74,male,male,no,evening
32.97,3.61,female,female,yes,evening
18.68,7.78,female,male,no,day
16.14,6.7,male,male,no,day
36.55,3.02,female,male,yes,evening
20.76,3.42,female,male,yes,evening
15.3,3.69,female,female,yes,day
19.08,1.59,male,male,yes,evening
33.33,7.85,female,female,yes,evening
36.59,2.49,female,male,yes,evening
27.4,2.37,female,female,no,evening
19.11,5.88,male,male,no,evening
28.18,1.06,male,male,no,evening
25.63,8.92,female,female,no,evening
17.28,4.84,male,male,no,day
38.32,8.04,female,female,yes,day
20.54,0.69,female,female,no,day
33.51,2.34,female,female,no,day
42.96,3.82,female,female,yes,evening
47.56,6.58,female,female,yes,day
40.7,9.89,female,female,yes,evening
29.85,0.61,female,male,no,day
32.11,6.64,female,female,no,evening
45.95,1.82,male,male,no,day
16.7,4.31,male,female,no,day
11.33,6.18,male,male,no,day
12.15,9.89,male,female,yes,evening
41.91,4.47,male,female,no,day
31.92,6.34,female,male,no,day
40.5,6.52,male,male,no,evening
26.54,4.87,female,male,no,day
12.11,3.55,female,male,yes,evening
13.08,9.01,female,female,no,day
35.11,7.47,female,female,yes,day
22.02,2.9,female,female,no,day
37.66,4.96,male,male,yes,day
10.33,0.98,male,female,yes,evening
47.28,5.3,male,male,yes,evening
34.65,9.28,female,male,no,day
38.69,1.23,female,female,no,day
19.73,5.38,male,female,no,day
16.2,3.13,female,male,yes,evening
35.29,1.26,female,female,no,evening
32.68,1.55,male,female,no,evening
43.42,0.8,female,male,no,day
39.21,4.84,male,female,yes,day
20.89,5.99,male,male,no,day
17.01,3.53,male,male,no,evening
39.59,6.1,male,male,no,evening
39.81,0.32,male,female,no,day
33.76,2.77,female,female,yes,day
47.17,9.28,female,male,yes,evening
42.05,4.34,female,male,yes,evening
33.1,6.92,male,male,no,day
26.62,2.25,male,female,yes,day
26.49,6.49,female,female,yes,evening
38.96,0.72,female,male,no,day
13.23,8.23,female,female,yes,evening
29.32,6.52,female,male,yes,day
33.34,6.46,male,female,yes,evening
38.33,2.21,male,male,no,day
30.42,6.88,female,female,yes,day
36.7,2.1,male,male,yes,day
48.44,0.51,female,female,yes,evening
10.87,3.48,male,male,no,day
30.42,0.54,male,male,no,evening
28.55,5.47,female,male,no,evening
39.89,7.63,male,male,no,day
36.84,8.19,female,male,no,evening
14.95,7.82,female,male,no,day
35.02,4.4,female,male,no,evening
40.5,4.26,female,female,yes,day
33.22,9.06,female,female,yes,evening
33.94,3.85,male,female,no,day
48.34,0.61,female,male,no,evening
39.22,9.2,female,male,yes,evening
19.66,4.66,male,female,no,evening
16.13,5.55,male,male,yes,evening
25.77,4.18,female,female,no,day
25.69,5.26,male,male,yes,evening
24.58,1.55,male,female,no,evening
40.46,3.78,female,female,yes,day
48.97,9.02,female,male,no,day
40.14,9.37,female,male,yes,evening
43.7,9.31,male,male,no,day
35.57,6.46,female,male,yes,day
21.31,5.72,male,female,yes,evening
24.82,8.85,female,female,yes,evening
46.1,1.03,female,male,no,evening
36.44,2.02,female,female,yes,day
41.67,6.01,male,female,no,day
19.67,5.83,female,male,yes,day
26.85,1.59,female,female,yes,day
24.14,4.53,female,male,yes,evening
11.24,5.49,female,female,yes,evening
45.8,9.57,male,female,yes,day
22.62,4.42,male,female,no,evening
21.88,4.47,male,female,yes,day
18.15,7.58,female,male,no,day
16.07,3.75,female,female,yes,evening
27.82,6.5,male,female,no,day
33.8,7.15,female,female,no,day
25.58,1.33,male,male,no,evening
41.61,0.64,female,female,no,day
39.57,5.61,male,female,yes,day
40.07,4.63,female,female,no,day
20.04,3.87,female,female,no,evening
33.55,0.82,male,male,yes,day
26.5,8.78,male,male,no,day
23.11,5.91,male,female,yes,day
46.72,6.44,male,male,yes,day
20.15,8.84,male,female,no,day
24.15,0.67,female,female,no,evening
44.56,4.98,male,male,no,evening
14.14,5.1,male,female,yes,evening
40.99,9.01,male,female,no,evening
47.15,3.89,female,female,yes,evening
43.21,6.85,male,female,yes,day
23.5,9.89,male,male,yes,evening
39.25,5.77,female,female,yes,day
10.63,1.24,male,male,yes,day
25.18,8.83,male,female,yes,day
25.55,3.85,female,male,yes,evening
23.32,1.21,male,male,yes,day
25.43,6.11,female,female,no,evening
49.82,0.75,female,male,no,evening
48.18,9.81,male,female,yes,day
22.48,8.57,male,female,no,evening
47.39,6.67,male,female,yes,evening
18.54,1.79,male,male,no,evening
15.34,6.96,male,male,yes,evening
19.25,2.13,female,female,no,evening
25.32,3.65,male,male,no,evening
21.83,4.61,male,female,yes,evening
17.86,0.59,male,male,yes,day
35.08,5.96,male,male,yes,day
47.53,7.4,male,female,yes,evening
46.29,1.36,female,male,no,day
14.15,3.37,female,female,yes,day
13.03,8.67,female,female,yes,day
13.62,2.74,male,male,no,day
15.36,9.21,female,female,yes,day
18.46,6.36,female,male,no,day
16.29,6.29,female,male,no,day
49.51,9.58,male,male,yes,day
10.1,0.06,female,male,no,evening
11.84,4.53,female,male,yes,day
17.22,1.06,female,female,no,day
44.44,2.27,female,male,no,evening
26.06,1.24,male,male,yes,day
27.34,5.14,male,female,no,evening
34.42,8.06,female,male,yes,day
47.07,5.01,female,male,no,day
28.64,0.77,female,male,no,day
25.44,6.74,female,male,no,day
44.17,9.06,female,female,yes,day
15.56,5.85,female,female,yes,day
13.16,9.54,female,male,yes,evening
49.3,4.99,female,female,no,day
45.64,4.39,male,male,no,day
27.92,3.2,male,female,yes,day
45.27,7.85,male,female,no,day
38.78,7.06,male,female,yes,day
39.54,1.81,male,male,yes,day
31.32,7.39,male,male,yes,evening
40.71,7.37,male,female,yes,evening
43.81,5.27,female,male,yes,evening
23.95,7.11,female,female,yes,day
36.62,8.0,male,male,no,day
17.46,4.99,male,male,no,evening
48.99,1.03,male,male,no,evening
23.96,8.59,female,male,no,day
36.68,8.86,male,female,yes,evening
48.51,6.46,female,male,no,evening
43.81,9.12,female,male,no,day
12.61,9.84,male,male,no,evening
38.39,6.34,female,male,yes,day
45.64,3.24,male,male,no,evening
25.1,5.77,male,female,no,day
39.49,4.01,male,male,no,evening
40.74,5.16,male,male,no,evening
47.17,9.63,male,female,yes,evening
25.53,9.2,female,female,yes,evening
45.44,2.69,female,female,yes,day
16.38,7.14,male,male,no,day
30.21,9.18,male,female,yes,evening
20.52,0.69,female,female,yes,day
17.6,7.22,male,female,yes,day
10.89,2.59,female,female,no,evening
45.48,5.99,female,female,no,evening
34.07,1.68,female,male,no,day
34.74,8.98,female,male,yes,day
38.6,7.01,female,male,yes,day
23.23,5.12,male,male,yes,day
43.56,8.92,male,female,no,day
44.97,4.15,female,female,yes,day
18.95,5.81,female,male,yes,evening
34.3,0.85,male,female,yes,evening
18.85,7.44,male,female,yes,day
39.07,3.96,female,male,yes,evening
28.34,7.2,male,male,no,day
26.49,5.91,male,female,yes,day
37.45,6.06,male,female,no,day
40.4,4.44,male,female,yes,day
49.06,3.16,male,female,no,day
45.07,3.9,female,male,yes,day
19.42,0.53,female,female,no,evening
12.95,5.39,female,male,no,day
40.25,6.49,female,female,no,evening
28.19,9.78,female,female,yes,evening
39.67,9.04,male,female,yes,evening
46.51,9.03,female,female,no,day
18.98,2.99,female,male,yes,evening
17.89,1.71,male,female,yes,day
37.05,2.39,male,female,no,day
40.84,4.99,female,female,no,day
31.17,7.63,male,male,no,evening
27.38,6.87,female,female,no,evening
28.78,8.16,female,male,no,day
16.9,3.55,male,female,no,day
19.63,9.69,male,female,no,evening
31.38,8.87,male,male,no,day
32.94,4.42,female,female,no,evening
45.83,1.08,male,male,yes,evening
49.99,2.18,male,male,no,day
49.32,6.49,male,male,no,day
41.74,9.3,female,male,yes,evening
40.55,1.44,female,female,yes,evening
49.51,6.88,female,female,no,evening
37.58,8.34,female,male,no,day
48.64,1.66,female,male,yes,evening
28.47,7.62,male,female,yes,day
29.24,6.09,female,male,yes,day
14.3,9.3,male,male,no,evening
34.43,6.15,female,female,no,evening
39.37,6.75,female,female,no,day
38.21,4.08,male,male,yes,day
44.39,6.44,male,male,yes,evening
15.84,2.59,male,female,yes,evening
30.39,2.99,male,male,yes,evening
35.37,3.74,male,female,yes,evening
10.3,8.86,female,male,yes,day
25.86,4.24,male,male,no,evening
49.9,8.42,male,male,yes,evening
31.83,7.14,female,female,no,evening
36.1,4.93,male,female,yes,day
17.48,1.87,female,female,yes,evening
43.7,4.83,male,female,yes,evening
48.75,2.3,female,male,no,day
22.35,1.11,male,male,yes,day
32.36,2.12,female,male,no,evening
28.12,9.89,female,male,no,day
45.02,6.35,male,female,no,day
17.79,7.07,male,female,yes,evening
26.22,3.44,male,male,no,day
16.1,4.88,female,male,no,day
23.88,5.28,female,female,yes,evening
11.3,3.51,male,male,no,day
40.07,3.14,male,female,yes,evening
26.98,1.81,male,female,yes,evening
20.47,2.53,female,female,yes,evening
42.77,6.04,male,male,yes,day
41.25,2.81,male,female,yes,day
45.09,4.2,male,female,yes,evening
46.5,5.53,male,female,no,evening
49.34,2.5,female,female,no,evening
30.93,3.98,male,female,yes,day
34.35,5.89,female,female,no,evening
37.54,3.88,male,male,no,day
42.12,0.9,male,male,no,evening
28.66,0.25,male,female,yes,day
43.39,8.26,male,female,no,evening
33.21,5.06,female,female,yes,evening
23.3,0.21,female,female,yes,day
28.55,3.28,male,male,yes,evening
33.14,5.06,female,female,no,day
32.96,7.43,female,male,yes,evening
10.54,8.01,male,male,no,evening
26.69,5.41,female,male,yes,day
29.46,2.46,female,female,yes,day
32.32,0.77,male,male,yes,evening
14.87,4.31,male,female,no,day
40.93,5.19,male,female,yes,evening
34.1,8.37,female,male,yes,evening
47.15,1.84,male,male,yes,day
14.07,4.33,female,female,no,day
10.18,5.56,female,female,yes,day
12.2,8.52,male,female,yes,evening
45.7,9.09,female,male,yes,day
22.26,3.87,male,male,yes,evening
35.25,7.31,female,male,yes,day
14.58,4.38,female,female,yes,evening
25.23,2.55,male,female,no,evening
29.67,6.79,male,male,no,day
33.72,8.38,male,female,yes,day
43.9,8.75,male,female,yes,evening
16.19,3.09,female,female,yes,evening
33.07,1.19,female,female,yes,evening
37.67,4.27,female,male,yes,evening
46.22,5.38,male,female,yes,day
16.64,5.87,female,male,yes,day
27.93,8.97,male,female,yes,day
17.57,3.27,female,female,yes,evening
35.15,7.55,male,female,no,day
46.42,1.18,male,male,yes,evening
36.0,0.71,male,female,no,evening
11.53,2.4,male,male,no,day
30.98,6.5,male,female,no,day
47.15,3.66,female,male,no,day
48.78,7.87,female,female,yes,day
30.69,7.66,female,female,no,day
23.21,2.27,male,male,yes,day
49.17,9.18,female,female,yes,day
35.11,8.24,female,female,yes,evening
39.22,1.78,male,male,yes,day
16.27,8.96,female,male,no,day
43.77,10.0,female,male,no,day
21.3,4.99,male,male,yes,evening
22.51,2.74,male,female,no,evening
10.59,4.04,female,female,no,evening
11.95,5.09,male,female,no,evening
45.76,1.97,female,male,yes,evening
41.74,8.01,female,female,yes,day
20.22,8.39,female,female,yes,evening
46.39,4.65,male,female,yes,day
43.51,2.74,male,male,yes,evening
22.11,8.88,male,male,no,day
12.6,0.18,male,male,yes,evening
42.04,2.63,male,male,no,evening
29.84,6.35,male,male,no,evening
39.72,3.97,female,male,no,evening
30.02,5.8,male,female,no,day
38.86,4.82,male,male,no,day
14.1,4.31,female,male,no,day
41.67,0.34,female,female,yes,evening
17.28,2.7,male,female,yes,day
18.21,7.94,female,male,no,evening
18.96,8.95,male,male,yes,evening
38.61,6.88,male,male,no,evening
45.61,1.6,male,male,no,evening
28.71,5.96,female,male,yes,evening
46.81,1.07,male,female,yes,evening
17.92,8.19,male,male,yes,evening
48.77,4.02,male,male,no,evening
23.9,7.31,female,male,yes,evening
45.0,7.43,male,female,no,evening
15.88,2.93,male,male,no,evening
13.75,9.13,female,female,no,evening
21.3,6.58,male,male,no,evening
16.94,3.45,male,male,no,evening
48.64,9.92,female,female,yes,evening
37.69,6.37,male,female,no,day
15.03,5.3,female,male,no,evening
25.73,9.57,female,female,yes,evening
15.92,7.48,male,male,yes,day
18.76,9.19,male,male,yes,evening
48.98,4.88,male,female,yes,day
37.14,1.95,female,male,yes,day
41.9,0.28,male,female,yes,evening
43.41,6.78,female,female,no,day
47.86,9.84,female,female,yes,day
33.56,5.87,female,male,yes,day
39.47,6.79,female,female,no,day
27.19,9.63,male,female,yes,day
23.49,7.61,male,male,no,evening
39.16,7.61,male,male,no,day
25.65,2.96,male,male,yes,evening
43.82,1.19,male,male,yes,evening
40.01,1.81,female,male,yes,evening
26.68,1.25,male,male,no,day
33.26,4.33,male,female,yes,evening
47.75,7.77,male,male,yes,evening
30.72,3.43,female,female,yes,evening
30.33,2.04,female,male,no,evening
25.48,3.4,female,male,yes,day
46.99,7.27,female,male,no,day
35.76,6.0,male,male,no,evening
18.8,1.87,male,female,no,day
42.51,4.18,male,male,no,day
10.28,7.39,male,female,yes,day
20.73,3.45,male,female,yes,evening
39.26,5.62,female,male,yes,day
35.04,4.08,male,female,no,evening
14.93,8.05,male,female,yes,evening
24.68,0.46,male,male,no,day
29.84,3.67,male,female,no,evening
29.09,3.01,female,female,yes,day
12.1,5.95,female,female,no,day
34.53,7.86,female,male,yes,day
19.36,2.74,male,female,no,day
33.34,9.06,male,female,no,evening
35.17,8.97,male,male,no,evening
36.77,6.71,male,male,no,day
19.56,6.68,male,male,no,day
31.25,4.13,female,male,yes,day
37.21,3.12,male,female,no,day
48.58,0.85,male,female,no,day
41.8,2.44,female,female,no,day
41.99,4.93,male,male,yes,evening
19.38,7.22,male,male,no,day
38.55,8.88,male,female,yes,evening
41.59,7.69,male,female,no,evening
12.21,8.79,male,male,yes,evening
34.11,0.14,male,male,yes,evening
41.86,9.53,female,male,no,day
30.67,1.66,female,female,no,day
44.53,2.2,female,male,yes,day
49.35,2.99,male,male,yes,day
47.54,3.85,female,female,no,evening
39.5,5.14,male,female,yes,evening
47.3,0.22,female,male,yes,day
15.41,4.4,female,male,yes,day
46.78,4.23,male,male,yes,evening
32.3,1.59,male,male,yes,day
34.1,6.87,male,female,no,day
48.24,4.01,male,female,yes,evening
29.14,7.76,male,female,no,day
27.88,4.52,male,male,yes,evening
38.65,8.63,male,male,yes,day
44.13,3.57,male,male,no,evening
13.76,8.95,male,male,no,day
18.35,4.73,male,male,no,day
48.33,5.11,male,male,yes,day
18.85,8.22,female,male,no,day
34.61,8.88,female,male,yes,day
21.72,6.9,male,male,yes,day
23.67,0.72,female,male,no,evening
32.6,3.83,female,male,no,day
32.28,4.07,male,female,yes,day
40.17,5.86,male,male,yes,day
10.66,2.09,male,female,no,evening
41.17,2.81,female,female,yes,day
34.36,1.71,male,male,no,evening
16.08,2.77,male,male,yes,day
22.18,4.54,female,female,no,day
45.82,5.37,male,female,no,day
34.23,6.83,female,female,yes,day
19.56,2.24,male,female,yes,day
21.08,6.81,female,male,no,day
33.23,5.68,male,male,yes,evening
49.39,0.24,female,female,yes,day
26.3,9.65,male,female,yes,day
16.32,9.07,male,female,yes,day
23.53,7.67,female,male,yes,evening
49.08,6.57,male,female,no,day
22.27,9.37,male,female,no,evening
24.64,9.79,male,male,no,evening
49.26,1.23,female,male,no,day
26.78,5.69,female,male,yes,day
13.82,0.15,male,female,yes,day
36.47,3.93,male,male,yes,evening
13.73,6.41,male,male,no,day
39.08,7.65,female,male,no,day
